Cod_setor;Cod_Grandes Regiões;Nome_Grande_Regiao;Cod_UF;Nome_da_UF ;Cod_meso;Nome_da_meso;Cod_micro;Nome_da_micro;Cod_RM;Nome_da_RM;Cod_municipio;Nome_do_municipio;Cod_distrito;Nome_do_distrito;Cod_subdistrito;Nome_do_subdistrito;Cod_bairro;Nome_do_bairro;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154
354990405000081;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904005;Setor Socioeconômico 03;1;220;216;135;135;0;81;47;34;0;135;4;4;0;205;110;95;199;199;0;0;6;107;107;0;0;3;92;92;0;0;3;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;0;0;7;19;23;8;6;3;1;6;18;9;12;17;17;14;16;8;3;6;3;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;7;10;4;4;2;0;6;7;8;7;12;8;6;9;5;2;4;2;2;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;5;12;13;4;2;1;1;0;11;1;5;5;9;8;7;3;1;2;1;0;0;0;0;0
354990405000082;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904005;Setor Socioeconômico 03;1;224;218;144;138;6;74;45;29;0;144;6;0;6;316;147;169;316;295;21;0;0;147;137;10;0;0;169;158;11;0;0;4;3;1;2;0;2;0;3;3;1;1;2;4;4;3;3;3;3;17;5;2;10;2;10;4;43;24;21;19;21;19;29;16;12;6;5;5;4;0;0;0;3;0;1;1;0;1;0;1;0;0;1;1;2;2;3;2;2;1;6;1;0;5;1;5;1;24;13;11;8;10;8;12;8;7;4;0;2;0;0;0;0;1;3;0;1;0;1;0;2;3;1;0;1;2;2;0;1;1;2;11;4;2;5;1;5;3;19;11;10;11;11;11;17;8;5;2;5;3;4;0;0;0
354990405000083;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904024;Setor Socioeconômico 20;1;281;281;230;220;10;51;25;26;0;230;0;0;0;595;253;342;595;566;29;0;0;253;241;12;0;0;342;325;17;0;0;4;1;5;6;6;7;4;4;4;3;5;3;5;7;4;5;8;5;11;7;8;7;11;5;5;47;40;25;33;42;45;47;58;43;23;19;21;5;5;1;1;2;0;2;4;3;6;3;2;2;0;2;1;5;4;1;2;4;1;6;4;4;3;2;4;1;20;20;7;15;15;18;21;25;21;9;3;7;3;1;0;0;2;1;3;2;3;1;1;2;2;3;3;2;0;3;3;3;4;4;5;3;4;4;9;1;4;27;20;18;18;27;27;26;33;22;14;16;14;2;4;1;1
354990405000084;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904024;Setor Socioeconômico 20;1;176;176;167;167;0;9;1;8;0;167;0;0;0;360;164;196;360;360;0;0;0;164;164;0;0;0;196;196;0;0;0;1;2;0;3;0;1;1;1;10;4;3;4;5;4;4;5;3;9;3;6;7;7;2;7;3;41;29;30;23;30;29;28;19;7;10;8;5;3;3;0;0;1;1;0;3;0;0;0;1;6;1;1;2;2;0;1;2;2;5;2;1;2;3;1;3;1;22;14;14;10;17;16;11;7;1;4;3;4;0;0;0;0;0;1;0;0;0;1;1;0;4;3;2;2;3;4;3;3;1;4;1;5;5;4;1;4;2;19;15;16;13;13;13;17;12;6;6;5;1;3;3;0;0
354990405000085;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904024;Setor Socioeconômico 20;1;283;279;224;224;0;55;28;27;0;224;4;0;4;546;245;301;546;546;0;0;0;245;245;0;0;0;301;301;0;0;0;1;4;5;3;3;5;6;3;3;5;5;2;6;4;7;3;6;0;4;3;3;5;2;9;6;48;51;35;36;24;34;58;49;30;22;24;19;9;2;2;0;0;2;3;3;3;2;3;2;1;1;1;2;1;2;3;3;3;0;1;2;3;3;1;3;3;20;23;15;17;9;14;24;26;13;9;11;10;3;0;0;0;1;2;2;0;0;3;3;1;2;4;4;0;5;2;4;0;3;0;3;1;0;2;1;6;3;28;28;20;19;15;20;34;23;17;13;13;9;6;2;2;0
354990405000086;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904024;Setor Socioeconômico 20;1;325;323;225;220;5;98;25;73;0;225;2;0;2;546;258;288;546;526;20;0;0;258;248;10;0;0;288;278;10;0;0;5;4;4;4;9;5;3;3;3;5;6;6;3;6;5;8;4;6;10;10;7;5;11;7;10;40;44;38;38;46;48;58;27;19;10;10;12;6;1;0;0;2;1;2;0;7;2;3;2;3;1;3;2;2;1;4;3;2;5;6;6;4;3;8;5;5;19;21;18;19;17;22;29;11;7;6;1;3;3;0;0;0;3;3;2;4;2;3;0;1;0;4;3;4;1;5;1;5;2;1;4;4;3;2;3;2;5;21;23;20;19;29;26;29;16;12;4;9;9;3;1;0;0
354990405000087;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904024;Setor Socioeconômico 20;1;298;298;269;268;1;29;16;13;0;269;0;0;0;634;290;344;634;630;4;0;0;290;288;2;0;0;344;342;2;0;0;4;11;4;8;2;5;4;7;5;4;6;6;1;6;4;5;5;8;3;8;7;8;7;5;8;49;51;54;34;58;43;48;44;36;21;22;23;8;0;2;0;1;6;0;5;1;3;1;3;4;3;4;2;0;3;1;2;1;4;1;2;0;3;5;2;6;25;27;22;20;29;21;19;16;14;7;9;11;5;0;2;0;3;5;4;3;1;2;3;4;1;1;2;4;1;3;3;3;4;4;2;6;7;5;2;3;2;24;24;32;14;29;22;29;28;22;14;13;12;3;0;0;0
354990405000088;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904024;Setor Socioeconômico 20;1;301;298;229;219;10;69;12;57;1;230;2;0;2;528;234;294;528;496;31;1;0;234;219;14;1;0;294;277;17;0;0;7;3;4;4;2;5;4;3;5;6;6;4;5;7;10;6;4;7;3;7;2;4;7;7;7;51;34;45;26;53;44;49;26;18;22;17;10;3;1;0;0;3;0;2;3;1;2;2;3;1;3;3;1;2;5;6;3;2;3;1;3;0;2;6;3;4;21;17;22;9;26;17;19;15;6;9;5;3;1;0;0;0;4;3;2;1;1;3;2;0;4;3;3;3;3;2;4;3;2;4;2;4;2;2;1;4;3;30;17;23;17;27;27;30;11;12;13;12;7;2;1;0;0
354990405000089;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904024;Setor Socioeconômico 20;1;161;161;153;146;7;8;1;7;0;153;0;0;0;416;192;224;416;386;30;0;0;192;181;11;0;0;224;205;19;0;0;3;5;4;2;10;3;2;6;6;4;6;4;3;3;6;1;6;3;3;3;9;5;4;11;5;33;26;27;28;22;32;39;29;27;15;11;6;3;1;0;0;2;3;2;1;3;1;0;2;4;3;2;1;0;3;2;1;5;0;3;1;3;2;2;6;3;15;15;13;12;10;13;15;16;12;5;7;3;1;0;0;0;1;2;2;1;7;2;2;4;2;1;4;3;3;0;4;0;1;3;0;2;6;3;2;5;2;18;11;14;16;12;19;24;13;15;10;4;3;2;1;0;0
354990405000090;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904024;Setor Socioeconômico 20;1;171;171;152;150;2;19;2;17;0;152;0;0;0;392;185;207;392;379;13;0;0;185;175;10;0;0;207;204;3;0;0;4;3;2;5;6;3;2;4;4;4;2;4;2;1;2;4;6;2;3;4;9;10;5;4;3;26;21;28;21;44;22;29;31;25;19;11;11;3;1;2;0;3;3;0;1;4;1;1;4;3;3;1;2;1;1;2;2;4;0;2;2;5;7;3;3;2;14;8;12;10;17;10;12;12;8;10;6;4;2;0;0;0;1;0;2;4;2;2;1;0;1;1;1;2;1;0;0;2;2;2;1;2;4;3;2;1;1;12;13;16;11;27;12;17;19;17;9;5;7;1;1;2;0
354990405000091;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904024;Setor Socioeconômico 20;1;328;328;255;244;11;73;15;58;0;255;0;0;0;586;260;326;586;552;34;0;0;260;247;13;0;0;326;305;21;0;0;3;3;4;5;6;6;2;4;7;4;4;4;4;3;6;9;6;3;4;6;9;9;6;6;9;66;47;28;30;40;60;49;38;29;22;14;16;10;4;1;0;3;2;2;2;3;3;0;1;5;4;4;2;2;1;1;3;2;2;2;2;5;4;3;3;4;25;27;15;15;13;27;27;14;11;10;6;1;4;0;0;0;0;1;2;3;3;3;2;3;2;0;0;2;2;2;5;6;4;1;2;4;4;5;3;3;5;41;20;13;15;27;33;22;24;18;12;8;15;6;4;1;0
354990405000092;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904027;Setor Socioeconômico 26;1;167;167;132;129;3;35;6;29;0;132;0;0;0;416;197;219;416;408;8;0;0;197;193;4;0;0;219;215;4;0;0;3;3;4;4;0;4;4;2;1;4;4;6;1;3;6;8;0;4;6;6;5;1;9;5;3;34;22;20;19;32;32;30;28;27;25;22;18;9;1;0;1;3;2;2;1;0;1;3;1;1;1;1;4;1;2;5;6;0;1;4;4;2;0;3;2;1;18;10;12;5;13;17;10;13;14;11;11;9;2;1;0;0;0;1;2;3;0;3;1;1;0;3;3;2;0;1;1;2;0;3;2;2;3;1;6;3;2;16;12;8;14;19;15;20;15;13;14;11;9;7;0;0;1
354990405000093;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904027;Setor Socioeconômico 26;1;152;152;135;129;6;17;2;15;0;135;0;0;0;433;210;223;433;412;21;0;0;210;200;10;0;0;223;212;11;0;0;3;1;7;4;1;7;2;0;1;3;3;5;7;3;3;4;10;2;5;11;7;3;4;5;6;34;20;28;25;31;29;31;42;37;25;12;5;3;4;0;0;1;1;5;1;1;3;1;0;1;2;2;2;2;2;1;1;5;1;0;5;4;2;4;2;4;18;7;17;11;12;16;11;20;21;14;5;2;2;1;0;0;2;0;2;3;0;4;1;0;0;1;1;3;5;1;2;3;5;1;5;6;3;1;0;3;2;16;13;11;14;19;13;20;22;16;11;7;3;1;3;0;0
354990405000094;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904027;Setor Socioeconômico 26;1;271;269;226;220;6;43;5;38;0;226;2;1;1;750;375;375;734;715;19;0;16;375;361;14;0;0;359;354;5;0;16;1;2;4;5;4;3;7;3;3;9;9;9;17;7;10;12;8;8;8;11;9;16;11;11;16;51;47;33;39;54;68;72;76;48;21;8;13;12;3;1;1;1;0;1;3;3;1;3;2;1;4;8;7;14;3;4;7;4;3;4;5;6;10;6;5;9;29;28;16;12;23;35;31;38;24;13;2;3;5;1;1;0;0;2;3;2;1;2;4;1;2;5;1;2;3;4;6;5;4;5;4;6;3;6;5;6;7;22;19;17;27;31;33;41;38;24;8;6;10;7;2;0;1
354990405000095;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904027;Setor Socioeconômico 26;1;281;281;261;255;6;20;5;15;0;261;0;0;0;891;427;464;891;876;15;0;0;427;422;5;0;0;464;454;10;0;0;16;4;5;6;8;8;8;11;8;7;11;8;15;13;9;10;13;19;14;7;18;13;13;11;12;79;69;54;57;55;76;74;61;45;23;9;13;7;2;0;0;4;2;1;0;5;4;5;5;3;3;8;6;8;6;4;5;8;8;8;3;13;9;8;4;7;42;36;27;26;20;35;34;24;27;10;4;3;1;1;0;0;12;2;4;6;3;4;3;6;5;4;3;2;7;7;5;5;5;11;6;4;5;4;5;7;5;37;33;27;31;35;41;40;37;18;13;5;10;6;1;0;0
354990405000096;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904003;Setor Socioeconômico 02;1;241;240;206;200;6;34;5;29;0;206;1;0;1;599;280;319;599;582;17;0;0;280;273;7;0;0;319;309;10;0;0;7;5;10;9;7;3;5;6;10;12;7;8;9;9;7;11;5;7;8;15;12;18;10;18;16;52;49;31;45;55;34;39;21;8;14;6;4;6;1;0;0;5;4;4;5;3;1;1;3;6;5;4;5;4;2;1;5;5;4;2;7;8;8;3;7;5;28;25;10;19;24;19;17;13;6;5;3;2;2;0;0;0;2;1;6;4;4;2;4;3;4;7;3;3;5;7;6;6;0;3;6;8;4;10;7;11;11;24;24;21;26;31;15;22;8;2;9;3;2;4;1;0;0
354990405000097;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904003;Setor Socioeconômico 02;1;238;238;229;222;7;9;2;7;0;229;0;0;0;716;338;378;716;694;22;0;0;338;330;8;0;0;378;364;14;0;0;7;9;5;5;3;13;6;7;4;9;6;10;10;10;15;9;8;14;14;12;6;13;13;15;21;60;40;50;44;53;54;33;39;22;27;21;16;8;5;0;0;3;5;1;4;1;7;4;3;3;6;4;5;4;6;9;2;4;6;5;5;4;6;10;10;7;26;19;28;19;31;18;17;20;8;13;6;6;1;2;0;0;4;4;4;1;2;6;2;4;1;3;2;5;6;4;6;7;4;8;9;7;2;7;3;5;14;34;21;22;25;22;36;16;19;14;14;15;10;7;3;0;0
354990405000098;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904003;Setor Socioeconômico 02;1;241;240;221;211;10;19;3;16;1;222;0;0;0;689;311;378;689;661;25;3;0;311;297;12;2;0;378;364;13;1;0;4;8;7;7;8;5;7;6;10;10;5;9;13;5;8;11;9;10;16;18;6;11;10;13;12;52;36;42;46;50;52;37;34;29;27;24;18;10;4;0;0;1;3;4;4;5;3;4;2;4;8;0;3;4;4;6;7;2;5;7;10;2;8;5;7;4;22;14;19;21;20;24;18;13;14;12;11;6;5;0;0;0;3;5;3;3;3;2;3;4;6;2;5;6;9;1;2;4;7;5;9;8;4;3;5;6;8;30;22;23;25;30;28;19;21;15;15;13;12;5;4;0;0
354990405000099;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904003;Setor Socioeconômico 02;1;133;133;125;125;0;8;2;6;0;125;0;0;0;374;179;195;374;374;0;0;0;179;179;0;0;0;195;195;0;0;0;4;5;4;2;4;3;3;2;3;5;2;4;4;3;8;2;2;5;2;4;1;6;6;11;9;35;22;22;24;36;31;25;22;14;16;11;7;5;0;0;0;4;3;1;1;0;2;2;2;0;2;0;4;3;1;4;2;1;4;1;2;1;3;4;4;3;15;17;6;14;16;16;11;12;3;7;5;2;1;0;0;0;0;2;3;1;4;1;1;0;3;3;2;0;1;2;4;0;1;1;1;2;0;3;2;7;6;20;5;16;10;20;15;14;10;11;9;6;5;4;0;0;0
354990405000100;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904003;Setor Socioeconômico 02;1;278;278;263;263;0;15;1;14;0;263;0;0;0;812;410;402;812;812;0;0;0;410;410;0;0;0;402;402;0;0;0;7;4;5;7;5;8;10;10;13;15;16;11;11;10;15;15;10;14;10;10;13;16;10;12;13;64;54;64;58;62;51;37;45;32;33;27;9;3;2;1;0;4;2;2;4;4;4;4;6;8;8;6;7;6;6;8;9;7;5;5;6;7;11;7;5;8;30;25;33;29;31;30;21;20;10;16;10;4;1;0;1;0;3;2;3;3;1;4;6;4;5;7;10;4;5;4;7;6;3;9;5;4;6;5;3;7;5;34;29;31;29;31;21;16;25;22;17;17;5;2;2;0;0
354990405000101;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904008;Setor Socioeconômico 05;1;312;312;280;280;0;32;2;30;0;280;0;0;0;921;434;487;921;921;0;0;0;434;434;0;0;0;487;487;0;0;0;11;8;9;11;9;5;5;17;12;16;6;11;14;14;16;9;15;15;15;14;17;11;18;22;15;64;79;61;74;76;40;45;55;37;25;32;12;5;1;0;0;2;3;6;6;5;1;4;8;10;6;2;4;8;9;10;7;7;7;8;8;7;4;6;13;4;33;36;25;39;32;18;24;25;16;13;12;5;1;0;0;0;9;5;3;5;4;4;1;9;2;10;4;7;6;5;6;2;8;8;7;6;10;7;12;9;11;31;43;36;35;44;22;21;30;21;12;20;7;4;1;0;0
354990405000102;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904008;Setor Socioeconômico 05;1;215;215;204;204;0;11;0;11;0;204;0;0;0;647;304;343;647;647;0;0;0;304;304;0;0;0;343;343;0;0;0;4;2;6;1;2;3;6;7;5;5;3;7;11;13;4;7;12;8;11;11;7;10;13;10;13;63;41;38;38;42;68;70;64;15;11;7;4;3;2;0;0;3;1;3;1;1;2;3;4;3;4;2;2;4;6;2;3;8;4;4;6;2;4;6;6;7;33;18;21;16;15;28;36;32;9;3;1;0;0;1;0;0;1;1;3;0;1;1;3;3;2;1;1;5;7;7;2;4;4;4;7;5;5;6;7;4;6;30;23;17;22;27;40;34;32;6;8;6;4;3;1;0;0
354990405000103;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904008;Setor Socioeconômico 05;1;195;195;175;175;0;20;6;14;0;175;0;0;0;429;180;249;429;429;0;0;0;180;180;0;0;0;249;249;0;0;0;7;7;6;4;4;5;5;4;4;0;3;5;6;5;1;6;10;8;6;5;11;7;10;9;7;45;35;23;39;35;33;20;21;15;7;8;2;1;0;0;0;2;5;4;2;3;3;2;2;1;0;1;1;4;2;1;3;4;2;3;3;6;4;4;2;3;18;18;13;13;14;9;8;7;7;3;3;0;0;0;0;0;5;2;2;2;1;2;3;2;3;0;2;4;2;3;0;3;6;6;3;2;5;3;6;7;4;27;17;10;26;21;24;12;14;8;4;5;2;1;0;0;0
354990405000104;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904008;Setor Socioeconômico 05;1;144;144;119;119;0;25;10;15;0;119;0;0;0;295;125;170;295;295;0;0;0;125;125;0;0;0;170;170;0;0;0;2;3;0;1;4;3;2;5;3;3;3;6;1;5;7;5;2;4;4;3;1;5;4;12;3;33;30;24;19;22;30;20;8;3;7;3;5;0;0;0;0;0;2;0;1;3;2;2;2;1;0;3;4;0;3;3;3;1;0;1;0;0;3;1;5;2;15;9;14;9;8;9;10;2;3;1;1;2;0;0;0;0;2;1;0;0;1;1;0;3;2;3;0;2;1;2;4;2;1;4;3;3;1;2;3;7;1;18;21;10;10;14;21;10;6;0;6;2;3;0;0;0;0
354990405000105;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904008;Setor Socioeconômico 05;1;144;144;130;130;0;14;6;8;0;130;0;0;0;304;140;164;304;304;0;0;0;140;140;0;0;0;164;164;0;0;0;4;5;2;2;3;2;1;4;4;3;2;5;3;4;3;2;2;2;1;4;6;5;9;6;9;38;27;28;20;20;18;20;12;8;6;5;5;4;0;0;0;1;3;1;0;1;1;1;3;3;2;1;2;0;3;2;1;2;1;1;3;5;2;4;4;5;20;15;14;8;4;9;9;7;0;0;1;0;1;0;0;0;3;2;1;2;2;1;0;1;1;1;1;3;3;1;1;1;0;1;0;1;1;3;5;2;4;18;12;14;12;16;9;11;5;8;6;4;5;3;0;0;0
354990405000107;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904008;Setor Socioeconômico 05;1;311;311;301;294;7;10;0;10;0;301;0;0;0;984;460;524;984;962;22;0;0;460;451;9;0;0;524;511;13;0;0;13;6;7;10;6;11;4;5;8;11;9;16;5;12;10;11;18;18;8;14;15;23;14;18;19;73;87;62;51;66;59;102;75;61;30;10;6;7;3;1;0;10;3;4;6;2;5;4;5;2;7;5;8;3;5;4;5;12;9;1;4;8;14;8;9;8;40;43;28;23;21;26;44;32;32;11;4;3;1;1;0;0;3;3;3;4;4;6;0;0;6;4;4;8;2;7;6;6;6;9;7;10;7;9;6;9;11;33;44;34;28;45;33;58;43;29;19;6;3;6;2;1;0
354990405000108;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904007;Setor Socioeconômico 04;1;357;357;325;323;2;32;2;30;0;325;0;0;0;1109;555;554;1109;1104;5;0;0;555;554;1;0;0;554;550;4;0;0;14;17;14;21;15;17;14;11;14;20;19;21;15;19;19;18;19;19;14;14;15;22;29;20;24;97;111;106;102;58;50;47;29;20;17;11;7;7;2;1;0;6;8;11;12;10;8;5;5;8;12;10;15;11;10;7;8;11;9;3;9;7;11;16;11;6;48;56;53;52;36;18;26;7;6;12;6;3;2;1;0;0;8;9;3;9;5;9;9;6;6;8;9;6;4;9;12;10;8;10;11;5;8;11;13;9;18;49;55;53;50;22;32;21;22;14;5;5;4;5;1;1;0
354990405000109;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904007;Setor Socioeconômico 04;1;173;173;167;165;2;6;1;5;0;167;0;0;0;671;327;344;671;665;6;0;0;327;325;2;0;0;344;340;4;0;0;11;5;8;6;3;9;10;7;7;10;12;15;7;14;12;16;7;13;11;11;16;8;17;9;8;55;60;57;49;45;42;32;17;22;24;6;6;1;3;0;0;4;3;2;2;2;7;8;4;4;9;3;7;3;8;6;8;5;5;5;5;6;6;8;6;4;33;31;31;23;17;15;17;7;9;9;1;4;0;0;0;0;7;2;6;4;1;2;2;3;3;1;9;8;4;6;6;8;2;8;6;6;10;2;9;3;4;22;29;26;26;28;27;15;10;13;15;5;2;1;3;0;0
